Path,FileName,ProcessingTimeMS,FileSizeBytes,Assigning-Authority,OID,softwareName,manufacturerModelName,custodianOrgName,templateIds,hasEpicOID,epicOIDsFound,allOIDFamilies,indentStyle,EHR-Guess,EHR-GuessReason,Parse_type
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/14/hixny_1013042084_ac3b4b75bc5edd9fdac8caec15d213c27174686f215efc6747253dce2d76e7fa_2.16.840.1.113883.3.227.614.1.1.e0450b8e.xml,hixny_1013042084_ac3b4b75bc5edd9fdac8caec15d213c27174686f215efc6747253dce2d76e7fa_2.16.840.1.113883.3.227.614.1.1.e0450b8e.xml,102,269757,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Spcca AT Ellis Medicine,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/14/hixny_1013042084_686c50200a36b0a4e61f35502c726bebd63b812bd184fe1fb410f3480b468a90_2.16.840.1.113883.3.227.614.1.1.b480b557.xml,hixny_1013042084_686c50200a36b0a4e61f35502c726bebd63b812bd184fe1fb410f3480b468a90_2.16.840.1.113883.3.227.614.1.1.b480b557.xml,111,419012,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Main Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/14/hixny_1013042084_19f06d355cfeef2b57ae2307bbdf49265c6892e9d6caae59550b557a5b09b754_2.16.840.1.113883.3.227.614.1.1.7d8cccc2.xml,hixny_1013042084_19f06d355cfeef2b57ae2307bbdf49265c6892e9d6caae59550b557a5b09b754_2.16.840.1.113883.3.227.614.1.1.7d8cccc2.xml,57,160542,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Main Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/13/hixny_1013042084_f24829d6c10b03e05f82247eadceb6c3d0d3c77a22772e3f7fb5a430564e0102_2.16.840.1.113883.3.227.614.1.1.72fa813f.xml,hixny_1013042084_f24829d6c10b03e05f82247eadceb6c3d0d3c77a22772e3f7fb5a430564e0102_2.16.840.1.113883.3.227.614.1.1.72fa813f.xml,95,215111,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Main Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/12/hixny_1013042084_e192e082af1a350a710fe21e57cf84f72c4fbd7c7a6d99a0a52dc4aa9871bb9f_2.16.840.1.113883.3.227.614.1.1.c0584390.xml,hixny_1013042084_e192e082af1a350a710fe21e57cf84f72c4fbd7c7a6d99a0a52dc4aa9871bb9f_2.16.840.1.113883.3.227.614.1.1.c0584390.xml,105,214899,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Main Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/11/hixny_1013042084_9184e5f0e6c51e0f30bbbda2c3c49244e9b11827040280e1c208457b7a2866d1_2.16.840.1.113883.3.227.614.1.1.2c4eae32.xml,hixny_1013042084_9184e5f0e6c51e0f30bbbda2c3c49244e9b11827040280e1c208457b7a2866d1_2.16.840.1.113883.3.227.614.1.1.2c4eae32.xml,106,235088,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Amsterdam Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/11/hixny_1013042084_8c2018a860eff33c81f667871d40f05ac69578ad1b44a4f80a8abd37070ef4c2_2.16.840.1.113883.3.227.614.1.1.d795ed50.xml,hixny_1013042084_8c2018a860eff33c81f667871d40f05ac69578ad1b44a4f80a8abd37070ef4c2_2.16.840.1.113883.3.227.614.1.1.d795ed50.xml,112,139800,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Spcca AT Ellis Medicine,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/10/hixny_1013042084_4b108c05e3fafcfbf0bee5a64366fff4bf7a32f69d3f20183f22c9fb254f647c_2.16.840.1.113883.3.227.614.1.1.45072ffb.xml,hixny_1013042084_4b108c05e3fafcfbf0bee5a64366fff4bf7a32f69d3f20183f22c9fb254f647c_2.16.840.1.113883.3.227.614.1.1.45072ffb.xml,148,459225,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Amsterdam Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/10/hixny_1013042084_b46c027d1836d1fe3775485280c7eaae9b3ba24256db3314c05792ebc77571a5_2.16.840.1.113883.3.227.614.1.1.1c4af9a4.xml,hixny_1013042084_b46c027d1836d1fe3775485280c7eaae9b3ba24256db3314c05792ebc77571a5_2.16.840.1.113883.3.227.614.1.1.1c4af9a4.xml,194,2084766,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Main Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1013042084/ccd/2026/Jul/21/09/hixny_1013042084_4f3566ae2a0e12bf0370a02a3e408dd1ed9a3d9dc872f92673a8a00616b48fdf_2.16.840.1.113883.3.227.614.1.1.11c02bb7.xml,hixny_1013042084_4f3566ae2a0e12bf0370a02a3e408dd1ed9a3d9dc872f92673a8a00616b48fdf_2.16.840.1.113883.3.227.614.1.1.11c02bb7.xml,94,107416,,2.16.840.1.113883.3.227.614.2.1,MEDENT - Version 237,MEDENT - Version 237,Amsterdam Office,2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/16/hixny_1043861974_9a4045f871678f8a171fc592b2980a7c033f6d4feda55104c3cdca804f2450da_2.16.840.1.113883.3.227.2626.1.1.3709a733.xml,hixny_1043861974_9a4045f871678f8a171fc592b2980a7c033f6d4feda55104c3cdca804f2450da_2.16.840.1.113883.3.227.2626.1.1.3709a733.xml,103,396958,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/16/hixny_1043861974_8c3da6b2b114051c8040e4d97330c1d2e9ff02e0afacd939694182cc16943f22_2.16.840.1.113883.3.227.2626.1.1.ba442705.xml,hixny_1043861974_8c3da6b2b114051c8040e4d97330c1d2e9ff02e0afacd939694182cc16943f22_2.16.840.1.113883.3.227.2626.1.1.ba442705.xml,129,369223,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/15/hixny_1043861974_a128b7dabfb406f8b457da823ba4f12c77aa5a910f03a1ef66da74dacfeb646c_2.16.840.1.113883.3.227.2626.1.1.280c7ce5.xml,hixny_1043861974_a128b7dabfb406f8b457da823ba4f12c77aa5a910f03a1ef66da74dacfeb646c_2.16.840.1.113883.3.227.2626.1.1.280c7ce5.xml,81,382586,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/14/hixny_1043861974_7875c1bd0eab4c096dc8905bfa7845faaeeb658c818aad3867a500115f12d7ef_2.16.840.1.113883.3.227.2626.1.1.28191230.xml,hixny_1043861974_7875c1bd0eab4c096dc8905bfa7845faaeeb658c818aad3867a500115f12d7ef_2.16.840.1.113883.3.227.2626.1.1.28191230.xml,92,252049,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/13/hixny_1043861974_49e57f59d8b8f37b7cabf561470eec9ce34f649a3ff648a0cf9437c1a6bb809b_2.16.840.1.113883.3.227.2626.1.1.80ed132a.xml,hixny_1043861974_49e57f59d8b8f37b7cabf561470eec9ce34f649a3ff648a0cf9437c1a6bb809b_2.16.840.1.113883.3.227.2626.1.1.80ed132a.xml,103,613281,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/13/hixny_1043861974_a3295d0faefe0ab70adaa2b3ac08834d3f021d41acff988749fe1cf3227980cb_2.16.840.1.113883.3.227.2626.1.1.52270712.xml,hixny_1043861974_a3295d0faefe0ab70adaa2b3ac08834d3f021d41acff988749fe1cf3227980cb_2.16.840.1.113883.3.227.2626.1.1.52270712.xml,142,1890015,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/12/hixny_1043861974_1f13fbd47c48816c0961c265dd4594c1f3f8033a89e2be7082a4b82709864edb_2.16.840.1.113883.3.227.2626.1.1.c0acb854.xml,hixny_1043861974_1f13fbd47c48816c0961c265dd4594c1f3f8033a89e2be7082a4b82709864edb_2.16.840.1.113883.3.227.2626.1.1.c0acb854.xml,73,432374,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/12/hixny_1043861974_1e051f46bd6d6ba48fe0047e29fe6075d06e290ec8167df044992984cbb633fa_2.16.840.1.113883.3.227.2626.1.1.e5ff6cda.xml,hixny_1043861974_1e051f46bd6d6ba48fe0047e29fe6075d06e290ec8167df044992984cbb633fa_2.16.840.1.113883.3.227.2626.1.1.e5ff6cda.xml,71,464423,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/11/hixny_1043861974_ad9e0a947796e3a65fde0dcde38ff97f19ff3ead3ac8255b0cbbbb24a68732a2_2.16.840.1.113883.3.227.2626.1.1.4f551bab.xml,hixny_1043861974_ad9e0a947796e3a65fde0dcde38ff97f19ff3ead3ac8255b0cbbbb24a68732a2_2.16.840.1.113883.3.227.2626.1.1.4f551bab.xml,133,458166,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
s3://nyec-pdr-prod-hixny/1043861974/ccd/2026/Jul/21/11/hixny_1043861974_dbfae1af69b6349e6914ee285530d656cee68c78ceb908e4877f534fbd066b1f_2.16.840.1.113883.3.227.2626.1.1.31d0586f.xml,hixny_1043861974_dbfae1af69b6349e6914ee285530d656cee68c78ceb908e4877f534fbd066b1f_2.16.840.1.113883.3.227.2626.1.1.31d0586f.xml,110,367213,,2.16.840.1.113883.3.227.2626.2.1,MEDENT - Version 237,MEDENT - Version 237,"Albany Family Medicine, PLLC",2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01 | 2.16.840.1.113883.10.20.22.1.2,NO,,1.3.6 | 2.16.840,2-space,NOT SURE,no strong signals detected,Entire
