"assigning_authority","qe","data_type","bucket","key","size","last_modified"
"1013042084","hixny","CCD","nyec-pdr-prod-hixny","1013042084/ccd/2026/Jul/21/09/hixny_1013042084_53f7419929985c30f2af6c27249e0483567204902b893d34c67cb773815b03d2_2.16.840.1.113883.3.227.614.1.1.5828fbea.xml","148142","2026-07-21 13:30:12"
"1013042084","hixny","CCD","nyec-pdr-prod-hixny","1013042084/ccd/2026/Jul/21/09/hixny_1013042084_8151a1d41da7cc8c4c1b21fe14cb651c6fc48762444be0181f8cdac7fd5006ef_2.16.840.1.113883.3.227.614.1.1.ba871c9b.xml","148533","2026-07-21 13:26:42"
"1013042084","hixny","CCD","nyec-pdr-prod-hixny","1013042084/ccd/2026/Jul/21/09/hixny_1013042084_6a7ba6cac00a60eaaf908f2ea3fb9e403c62eed7e48ba195b96abdebd8b02021_2.16.840.1.113883.3.227.614.1.1.751f418e.xml","95981","2026-07-21 13:12:11"
"1013042084","hixny","CCD","nyec-pdr-prod-hixny","1013042084/ccd/2026/Jul/21/08/hixny_1013042084_677d8d9d8add04371d59dfe1efc344c4130a656e6389cbd8a8f5068afb95dd58_2.16.840.1.113883.3.227.614.1.1.ed1a531c.xml","225112","2026-07-21 12:54:11"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/16/hixny_1043861974_f07983151aae0eedf4b67dd00934e93e44cf4e093694356fd51a9027e9819666_2.16.840.1.113883.3.227.2626.1.1.deb6a4cd.xml","464424","2026-07-21 20:52:40"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/16/hixny_1043861974_9a4045f871678f8a171fc592b2980a7c033f6d4feda55104c3cdca804f2450da_2.16.840.1.113883.3.227.2626.1.1.3709a733.xml","396958","2026-07-21 20:50:40"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/16/hixny_1043861974_8c3da6b2b114051c8040e4d97330c1d2e9ff02e0afacd939694182cc16943f22_2.16.840.1.113883.3.227.2626.1.1.ba442705.xml","369223","2026-07-21 20:02:09"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/15/hixny_1043861974_8d859b51a00bdf8ccdf3cee7a413038771cc7f1b9e71b21d21b016ebcc56b2d2_2.16.840.1.113883.3.227.2626.1.1.2ef00956.xml","244198","2026-07-21 19:32:10"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/14/hixny_1043861974_8022972e533079ee64e3f44ade1ee175f39132c01b30f59a2dd7b5e174738141_2.16.840.1.113883.3.227.2626.1.1.eb3ebe73.xml","1788255","2026-07-21 18:22:12"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/13/hixny_1043861974_49e57f59d8b8f37b7cabf561470eec9ce34f649a3ff648a0cf9437c1a6bb809b_2.16.840.1.113883.3.227.2626.1.1.80ed132a.xml","613281","2026-07-21 17:53:10"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/13/hixny_1043861974_2323091f92d51e0a11ee69e44e19a6321b5a1b9abba17c2170a40934dc7933de_2.16.840.1.113883.3.227.2626.1.1.0280c06e.xml","407456","2026-07-21 17:48:39"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/12/hixny_1043861974_1f13fbd47c48816c0961c265dd4594c1f3f8033a89e2be7082a4b82709864edb_2.16.840.1.113883.3.227.2626.1.1.c0acb854.xml","432374","2026-07-21 16:50:08"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/11/hixny_1043861974_b8130ce782b09e8266b25ba0618982b8246fef771ab76a60ee54665f36ef56ca_2.16.840.1.113883.3.227.2626.1.1.68b4d6da.xml","230019","2026-07-21 15:11:43"
"1043861974","hixny","CCD","nyec-pdr-prod-hixny","1043861974/ccd/2026/Jul/21/03/hixny_1043861974_a38efb5c59561a139c01492ca5807ffdfe39d2147df8b7f51af9f09526dda5c7_2.16.840.1.113883.3.227.2626.1.1.8b39c07c.xml","445590","2026-07-21 07:38:07"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/14/hixny_1053303826_b4a5e266b5c602ff90d220b078cbe31200a416b248948bf129142aada968c976_2.16.840.1.113883.3.227.5836.1.1.a95ec17e.xml","44734","2026-07-21 18:10:04"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/14/hixny_1053303826_6a5ff318dc5d56ca4e5eb5e7cb32d4edd349aa53414c0e4f400b898f4b8b6570_2.16.840.1.113883.3.227.5836.1.1.e00e117d.xml","45796","2026-07-21 18:09:04"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/14/hixny_1053303826_d8ef077446bf9fa09b481c29e3a6c8dd369a7d65d64424caf155f9906fb08969_2.16.840.1.113883.3.227.5836.1.1.50adfdd5.xml","116323","2026-07-21 18:08:07"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/14/hixny_1053303826_9054fc6a157e24edbf1dd3b5ed5c8b1ca4a52463af6d9e92e36bb782819a5c60_2.16.840.1.113883.3.227.5836.1.1.8c1dd371.xml","135884","2026-07-21 18:06:04"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/14/hixny_1053303826_00a7e93a634be8bd9e20365de1d7df8cb7e22752eade448dd2589e2492f6614a_2.16.840.1.113883.3.227.5836.1.1.45c4fbc7.xml","39972","2026-07-21 18:04:39"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/07/hixny_1053303826_d092fcc4eb7c7ccf9286489976656fbb167693d5a0f3f959143a5506dd237125_2.16.840.1.113883.3.227.5836.1.1.bb3b4adc.xml","37042","2026-07-21 11:35:18"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/07/hixny_1053303826_86c3bae461217ce7c0eaa2952862a1d17518ceb65f50f5f3761a651904bc213c_2.16.840.1.113883.3.227.5836.1.1.ac458239.xml","37067","2026-07-21 11:34:32"
"1053303826","hixny","CCD","nyec-pdr-prod-hixny","1053303826/ccd/2026/Jul/21/07/hixny_1053303826_eb60da69487cbce39720344f083276ea080d4ee87256cbd6fb9fa53de3a730cf_2.16.840.1.113883.3.227.5836.1.1.611db679.xml","39596","2026-07-21 11:34:02"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/13/hixny_1073796967_6bcbd763883d8f18d5f34e1a137fff57fb5e4fdbf3bb37c5dc919b1e17f4abbd_2.16.840.1.113883.3.227.3896.1.1.95dda77f.xml","173660","2026-07-21 17:55:30"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/13/hixny_1073796967_e6f79c2b68aea1daad2a7ed96061f2fdbeb47a94217f5211e3d3079745e3da69_2.16.840.1.113883.3.227.3896.1.1.a1521c6b.xml","110370","2026-07-21 17:35:29"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/13/hixny_1073796967_4c515a8341188a0dbd6d0f7e3d1fa93993e21e75eac4ac7670552277d23b0c4a_2.16.840.1.113883.3.227.3896.1.1.d090b86b.xml","124051","2026-07-21 17:26:59"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/13/hixny_1073796967_6d4b26e5e59ff788b3e8e5e83ae650543cd1582a498cc9859ea50dc53973ec74_2.16.840.1.113883.3.227.3896.1.1.5e02da44.xml","85637","2026-07-21 17:16:58"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/13/hixny_1073796967_aab6c2d6c1a918a632ede9223bac4bd1c1b482661390bda6b2d034d0335388ad_2.16.840.1.113883.3.227.3896.1.1.3502c341.xml","79959","2026-07-21 17:03:30"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/13/hixny_1073796967_9fca8a54bb561d97720ed1bdab3ad151593a1a8e2070ed0c2c03b8f2c6fc4f9d_2.16.840.1.113883.3.227.3896.1.1.36b47484.xml","222927","2026-07-21 17:02:28"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/12/hixny_1073796967_1d1ec0ad50adc232b4be23e4f258ae7e2e2a9cdf75ca6030c8b15ecca8381bf7_2.16.840.1.113883.3.227.3896.1.1.a938e1e0.xml","142651","2026-07-21 16:55:58"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/11/hixny_1073796967_b3bf4b39589bd4f35d74f1fe9ce25e30c2bb564505696617c8e79244182334d9_2.16.840.1.113883.3.227.3896.1.1.d5be201a.xml","568427","2026-07-21 15:40:57"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/11/hixny_1073796967_bc1e8e324f2c407fa3ca409427280bdd483644fd6ef2145c9fffe634493f7eab_2.16.840.1.113883.3.227.3896.1.1.dad20d1e.xml","283451","2026-07-21 15:36:26"
"1073796967","hixny","CCD","nyec-pdr-prod-hixny","1073796967/ccd/2026/Jul/21/10/hixny_1073796967_da6cfc2695470db2b8564d44c7bacf9c76827de9101b21846787a77ec4209741_2.16.840.1.113883.3.227.3896.1.1.0c05576d.xml","404338","2026-07-21 14:49:01"
"1083256564","hixny","CCD","nyec-pdr-prod-hixny","1083256564/ccd/2026/Jul/21/15/hixny_1083256564_2f7ff8b03ff207d904c21ee48772eaaf2c6434dbb0cfa3c2a6770490c412d5b3_2.16.840.1.113883.3.227.2787.1.1.67a17444.xml","61636","2026-07-21 19:49:07"
"1083256564","hixny","CCD","nyec-pdr-prod-hixny","1083256564/ccd/2026/Jul/21/14/hixny_1083256564_060f842db3576feff83e373bfa12a1cc45b79ada842f59f75c70675462b87943_2.16.840.1.113883.3.227.2787.1.1.f8c5f3f9.xml","79859","2026-07-21 18:29:05"
"1083256564","hixny","CCD","nyec-pdr-prod-hixny","1083256564/ccd/2026/Jul/21/10/hixny_1083256564_fcdb92c0238b913574234fd7e08957a95e42bc314af36a20d158c34e2015ea62_2.16.840.1.113883.3.227.2787.1.1.54e82a46.xml","201615","2026-07-21 14:53:35"
"1083256564","hixny","CCD","nyec-pdr-prod-hixny","1083256564/ccd/2026/Jul/21/10/hixny_1083256564_f618e512eccf6a356f8db15cc36b3ad028a3922e5122744e3527f99c437f11de_2.16.840.1.113883.3.227.2787.1.1.841eca72.xml","523656","2026-07-21 14:11:24"
"1083256564","hixny","CCD","nyec-pdr-prod-hixny","1083256564/ccd/2026/Jul/21/09/hixny_1083256564_32de105b99c3ee5881cd00dadd2fdd9fe04adc50f84b3147a2bb385ece75bfaa_2.16.840.1.113883.3.227.2787.1.1.b47c574b.xml","156811","2026-07-21 13:43:37"
"1083256564","hixny","CCD","nyec-pdr-prod-hixny","1083256564/ccd/2026/Jul/21/09/hixny_1083256564_a388f00a9fa07b08abe997bb07c9a41bc80a9438c8556cc56af19f792e9bf5e8_2.16.840.1.113883.3.227.2787.1.1.4860bc88.xml","184160","2026-07-21 13:29:35"
"1083256564","hixny","CCD","nyec-pdr-prod-hixny","1083256564/ccd/2026/Jul/21/08/hixny_1083256564_0c963e2c657bfe2c4742c22169ad2314fdae6b6c423df51f3ff606e51e3a95d0_2.16.840.1.113883.3.227.2787.1.1.99977fc5.xml","112227","2026-07-21 12:02:38"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/14/hixny_1144315367_8a926b11e5bd28ad53ddc0e3b6fa9c200b24d16485de33161786515c57d7d40e_2.16.840.1.113883.3.227.8977.1.1.0a1ecca4.xml","342005","2026-07-21 18:35:52"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/14/hixny_1144315367_0d66c61ccac4443a86c8d4dc50a828c43d70e7e52d9d4244b5acc6a4744d18b4_2.16.840.1.113883.3.227.8977.1.1.155195ea.xml","562370","2026-07-21 18:16:20"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/14/hixny_1144315367_e23fdfb4bfb5775fff28ca23c4e39dc9c4d15294baeb06b3e49d5918d8e89115_2.16.840.1.113883.3.227.8977.1.1.df91dd2a.xml","647320","2026-07-21 18:06:51"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/13/hixny_1144315367_65294489f0e9acf2492e1e6b2de2766b77ea1fbd4dcb470a4b4b397e4c6cb6fb_2.16.840.1.113883.3.227.8977.1.1.0f09c46c.xml","457357","2026-07-21 17:36:50"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/12/hixny_1144315367_6e4b2523a37e1f7ac4839b8433965a0e01eee456512ca219183b92064e30e693_2.16.840.1.113883.3.227.8977.1.1.5d12b9ba.xml","282387","2026-07-21 16:44:49"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/12/hixny_1144315367_28382e5f7c11ab173c22aff46583d09d66ac8a3cf63464d27373d3df52f524f5_2.16.840.1.113883.3.227.8977.1.1.e999a06f.xml","502992","2026-07-21 16:41:19"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/11/hixny_1144315367_baabb5c1150248ab8a250490d8cc033303386edf36db70fa821cd6682408b271_2.16.840.1.113883.3.227.8977.1.1.ea0fe76e.xml","490199","2026-07-21 15:26:19"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/11/hixny_1144315367_0e22027fcdf24fb8750eaca0aa45bc83f5abc8d28b8e798e1e1580a4bb7957c3_2.16.840.1.113883.3.227.8977.1.1.6562dc47.xml","970857","2026-07-21 15:14:01"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/11/hixny_1144315367_e40a57ef47b7614fa01ba09f742dc16e5b1c7a3066042ba05c7710fd0c2d6ed6_2.16.840.1.113883.3.227.8977.1.1.50a3e821.xml","362620","2026-07-21 15:11:11"
"1144315367","hixny","CCD","nyec-pdr-prod-hixny","1144315367/ccd/2026/Jul/21/11/hixny_1144315367_ac1b02aa4e5622abc2af2ef207a52abac401377661a89b505dbe8cbd63811bd2_2.16.840.1.113883.3.227.8977.1.1.9ccb0e00.xml","310378","2026-07-21 15:05:32"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/18/hixny_1154428431_a9e2bcfb3f12a87d963fe120cca10cc46a722a2653fdb74c3c4772df740cadce_2.16.840.1.113883.3.227.6424.1.1.a79430c0.xml","263341","2026-07-21 22:55:03"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/18/hixny_1154428431_e83f6a457018ab5f20a53346bc305918b0d3303146a97f0437f8dd014481cf84_2.16.840.1.113883.3.227.6424.1.1.d87f5cac.xml","209954","2026-07-21 22:54:03"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/18/hixny_1154428431_3b29fb584c722f0352d8fa9d6c7dd60371d5e1b1abfad4e35a52abe228a35998_2.16.840.1.113883.3.227.6424.1.1.ac3cc339.xml","159225","2026-07-21 22:52:33"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/18/hixny_1154428431_366ee6487e8a65a053b69763ab6a72120e041695b2f24b3107e8b6080e6ad26a_2.16.840.1.113883.3.227.6424.1.1.6b4983a1.xml","204425","2026-07-21 22:50:33"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/18/hixny_1154428431_09164ade54740d45c8e830a9af0a429fba15747fa2e30cfcdef8484ddfd6f4a0_2.16.840.1.113883.3.227.6424.1.1.18a5adc5.xml","302977","2026-07-21 22:45:03"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/13/hixny_1154428431_847f94971a5457590597aa0bc25702e3bad6cb15d4f9f1097ad3ca3cd6e8b70c_2.16.840.1.113883.3.227.6424.1.1.7546e598.xml","330753","2026-07-21 17:10:16"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/08/hixny_1154428431_a402fc3d177f79a52211e73d45858559b9e596a080254e0f023d32428da4071f_2.16.840.1.113883.3.227.6424.1.1.24633c56.xml","173871","2026-07-21 12:30:40"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/08/hixny_1154428431_171f7473c2c7fee6fcb9f5589e44714bd364f4217a646c3b3870c384565b4f1c_2.16.840.1.113883.3.227.6424.1.1.b28b1036.xml","212660","2026-07-21 12:20:40"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/08/hixny_1154428431_7298bc27ad5f01c7c9f1dd22204c494309df1c6ed9583175c136b2493d9606a1_2.16.840.1.113883.3.227.6424.1.1.01d8d0e3.xml","183542","2026-07-21 12:20:09"
"1154428431","hixny","CCD","nyec-pdr-prod-hixny","1154428431/ccd/2026/Jul/21/08/hixny_1154428431_14a5e727e7e452dd717218b34157aa3e19082453a0ed40b187b221c9d66b4aa2_2.16.840.1.113883.3.227.6424.1.1.13f19ff4.xml","183429","2026-07-21 12:18:09"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/21/hixny_1184634297_795502d0bb794ee5ceba190f1f9165326c9df85db727c431bdd8bc571bbe7d64_2.16.840.1.113883.3.227.5295.1.1.fb8dbb11.xml","248264","2026-07-22 01:37:13"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/15/hixny_1184634297_0ce3714541759cedaaf48a7bb0d9f7109a034761ddaa8581daa576bcb929570a_2.16.840.1.113883.3.227.5295.1.1.ec900663.xml","142759","2026-07-21 19:30:11"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/13/hixny_1184634297_c05b085b243bea3f57054df4dddedb0b3801ada02d04edf568933b7351388d46_2.16.840.1.113883.3.227.5295.1.1.228db246.xml","552123","2026-07-21 17:43:07"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/11/hixny_1184634297_6bffd97ec4e2b801430af94de4bd8242d7878eb7b5506dde402af78b7417566c_2.16.840.1.113883.3.227.5295.1.1.7e164231.xml","273702","2026-07-21 15:22:28"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/09/hixny_1184634297_957e5817c102dddfae224ddc592fb30a2278790c63237761f78a6b1ca5a909f4_2.16.840.1.113883.3.227.5295.1.1.79a7a31b.xml","155664","2026-07-21 13:00:05"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/08/hixny_1184634297_ae3a5198e51165d7421aac648d343244811b03a5060e2117963889f97016d19e_2.16.840.1.113883.3.227.5295.1.1.02bd0fd4.xml","293037","2026-07-21 12:52:09"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/08/hixny_1184634297_e2475d45bdddeeddab5b66e9cfa800710038ca02ff4f599770c173b73a57c402_2.16.840.1.113883.3.227.5295.1.1.6752f079.xml","217959","2026-07-21 12:52:06"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/08/hixny_1184634297_c01a5db1f22f4d8296244fb62c95fc95dba2618ffe9e4ff4761d99e7a748177d_2.16.840.1.113883.3.227.5295.1.1.0990db00.xml","122159","2026-07-21 12:46:34"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/08/hixny_1184634297_927bff1cac8925b1316b9822502eaed938a7f49509f51d9a2f019dfb857c1c71_2.16.840.1.113883.3.227.5295.1.1.69ec2c67.xml","342593","2026-07-21 12:43:05"
"1184634297","hixny","CCD","nyec-pdr-prod-hixny","1184634297/ccd/2026/Jul/21/08/hixny_1184634297_a3be786878e2a80ef50cb2831e6562bc1b7dbc321b561cad4db40f1132242735_2.16.840.1.113883.3.227.5295.1.1.ffcf520b.xml","359744","2026-07-21 12:36:35"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/17/hixny_1205934148_e383c8bcd0130329b7153823f61f261d251ef71725ed26c4a356515af07d82bf_2.16.840.1.113883.3.227.3489.1.1.ae3257b8.xml","212873","2026-07-21 21:29:23"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/17/hixny_1205934148_f12a13af797568a1a8080f6e13d0f2ffd17819d73eef3b44783961270938c066_2.16.840.1.113883.3.227.3489.1.1.d1adb934.xml","169824","2026-07-21 21:03:52"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/14/hixny_1205934148_463240a616b8cbe84797dc87fd1ab84729b5c5c04644038fd5dbbf8e78df8a1f_2.16.840.1.113883.3.227.3489.1.1.f086c6c4.xml","96716","2026-07-21 18:54:51"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/11/hixny_1205934148_1bac112b8ccd541ee09a034d925a77a09db18a725c84f9ca83897ae4e9df2362_2.16.840.1.113883.3.227.3489.1.1.909429a4.xml","526218","2026-07-21 15:00:08"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/10/hixny_1205934148_a406cc5d014e5f69af7ad4ef8d69bff8e14bd261de67ed0cb377e574405a839e_2.16.840.1.113883.3.227.3489.1.1.dab7f3ba.xml","588744","2026-07-21 14:48:25"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/10/hixny_1205934148_2e6b5d7266884cd49dc701fb31e05b391fa423f4aa25c7aa2a677c8d7351e640_2.16.840.1.113883.3.227.3489.1.1.c5a08b9c.xml","532192","2026-07-21 14:36:13"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/10/hixny_1205934148_86926cf565e4366544d18d3b0ef759e87e1e3538b7277c80e5857c52d327beea_2.16.840.1.113883.3.227.3489.1.1.316cd798.xml","412051","2026-07-21 14:22:34"
"1205934148","hixny","CCD","nyec-pdr-prod-hixny","1205934148/ccd/2026/Jul/21/10/hixny_1205934148_a24123d384316f32d038a20d69d1caead129ddf06d85a8d7b994eec9dc421bdd_2.16.840.1.113883.3.227.3489.1.1.b6e99116.xml","495796","2026-07-21 14:16:18"
